ride_id,driver_id,city,fare,trip_distance,ride_date
612,102,Chennai,498,22.12,2024-01-07
613,104,Chennai,276,31.05,2024-01-05
614,103,Hyderabad,255,7.98,2024-03-14
615,103,Hyderabad,461,37.61,2024-01-19
616,101,Chennai,165,16.05,2024-02-06
617,101,Delhi,88,8.14,2024-01-12
618,105,Mumbai,184,32.52,2024-01-11
619,101,Chennai,457,33.79,2024-01-01
620,103,Hyderabad,473,17.63,2024-03-06
621,104,Bangalore,359,2.86,2024-01-13
622,102,Hyderabad,157,11.55,2024-02-22
623,103,Delhi,270,20.95,2024-02-27
624,101,Hyderabad,192,15.71,2024-01-31
625,101,Bangalore,348,11.67,2024-02-01
626,103,Delhi,402,31.15,2024-01-31
627,101,Delhi,307,31.69,2024-03-25
628,104,Mumbai,283,1.68,2024-02-27
629,103,Hyderabad,395,14.29,2024-03-03
630,101,Hyderabad,384,13.77,2024-01-29
631,103,Chennai,514,12.9,2024-02-20
632,102,Chennai,596,42.55,2024-02-16
633,105,Bangalore,529,11.05,2024-02-27
634,104,Mumbai,579,43.46,2024-01-10
635,102,Mumbai,250,39.23,2024-03-27
636,103,Mumbai,454,31.64,2024-03-02
637,105,Mumbai,370,29.57,2024-01-28
638,105,Mumbai,143,36.85,2024-02-04
639,101,Mumbai,235,11.02,2024-03-13
640,101,Hyderabad,198,42.97,2024-02-01
641,105,Chennai,258,39.0,2024-01-24
642,105,Mumbai,257,11.86,2024-03-27
643,102,Delhi,314,20.16,2024-01-03
644,101,Hyderabad,379,22.79,2024-03-26
645,103,Bangalore,434,4.18,2024-01-14
646,101,Mumbai,150,38.1,2024-03-26
647,103,Hyderabad,373,22.9,2024-02-01
648,102,Hyderabad,281,11.67,2024-01-02
649,103,Bangalore,443,8.55,2024-02-18
650,103,Delhi,599,11.0,2024-02-21
651,104,Hyderabad,597,29.67,2024-02-09
652,105,Hyderabad,212,17.89,2024-03-15
653,105,Mumbai,385,6.37,2024-03-09
654,105,Chennai,438,7.46,2024-03-14
655,104,Chennai,208,15.68,2024-02-24
656,103,Delhi,176,20.14,2024-03-20
657,105,Chennai,105,9.48,2024-01-21
658,102,Bangalore,338,15.88,2024-02-05
659,105,Hyderabad,483,3.38,2024-03-25
660,105,Delhi,271,41.83,2024-03-27
661,105,Mumbai,147,7.44,2024-02-23
662,101,Bangalore,592,30.96,2024-03-20
663,103,Delhi,197,38.36,2024-03-14
664,102,Mumbai,128,43.93,2024-03-05
665,103,Mumbai,505,40.57,2024-02-06
666,104,Hyderabad,204,18.46,2024-03-16
667,103,Mumbai,162,30.5,2024-01-03
668,103,Bangalore,380,12.37,2024-03-29
669,101,Delhi,293,41.98,2024-03-12
670,104,Chennai,378,18.95,2024-02-05
671,101,Delhi,281,33.37,2024-03-26
672,101,Delhi,331,1.65,2024-03-19
673,103,Hyderabad,583,20.19,2024-03-19
674,101,Hyderabad,328,38.03,2024-01-27
675,102,Chennai,325,8.28,2024-01-06
676,104,Bangalore,571,17.27,2024-02-03
677,103,Hyderabad,225,44.01,2024-03-21
678,102,Hyderabad,296,21.32,2024-02-09
679,103,Chennai,150,43.13,2024-01-17
680,104,Bangalore,178,28.87,2024-01-12
681,101,Hyderabad,211,40.1,2024-02-26
682,103,Hyderabad,396,11.61,2024-02-06
683,101,Delhi,524,22.64,2024-01-20
684,102,Chennai,261,30.77,2024-01-19
685,101,Mumbai,94,18.2,2024-03-30
686,101,Chennai,165,13.75,2024-03-19
687,101,Hyderabad,352,20.41,2024-03-10
688,101,Mumbai,335,4.65,2024-03-28
689,105,Chennai,186,31.03,2024-03-10
690,103,Delhi,451,33.16,2024-03-18
691,105,Delhi,85,15.58,2024-03-09
692,101,Chennai,383,5.21,2024-02-16
693,105,Chennai,297,40.29,2024-03-04
694,102,Delhi,347,12.21,2024-02-26
695,104,Hyderabad,307,13.89,2024-03-03
696,103,Delhi,90,29.01,2024-02-16
697,104,Hyderabad,349,29.35,2024-02-17
698,103,Hyderabad,496,4.75,2024-03-02
699,105,Hyderabad,492,6.46,2024-03-21
700,104,Mumbai,259,38.51,2024-01-21
701,103,Mumbai,297,5.91,2024-02-08
702,103,Bangalore,182,15.38,2024-03-06
703,105,Delhi,295,10.87,2024-01-30
704,105,Bangalore,125,29.84,2024-02-03
705,103,Hyderabad,189,26.01,2024-02-20
706,104,Mumbai,589,44.3,2024-02-07
707,102,Bangalore,349,33.19,2024-03-20
708,104,Mumbai,592,13.84,2024-01-19
709,101,Delhi,170,35.53,2024-01-08
710,101,Hyderabad,235,16.44,2024-02-16
711,102,Delhi,483,35.22,2024-01-24
712,101,Chennai,347,27.15,2024-02-20
713,101,Delhi,254,12.29,2024-03-30
714,104,Delhi,296,12.74,2024-02-08
715,101,Hyderabad,571,15.59,2024-03-04
716,101,Delhi,194,10.03,2024-01-25
717,102,Bangalore,175,30.4,2024-03-02
718,105,Mumbai,191,26.17,2024-01-26
719,104,Mumbai,153,24.33,2024-02-14
720,102,Bangalore,146,6.59,2024-01-26
721,103,Chennai,145,42.22,2024-03-07
722,101,Chennai,311,32.4,2024-03-20
723,104,Chennai,440,33.09,2024-01-19
724,102,Chennai,357,14.55,2024-03-12
725,103,Hyderabad,338,29.15,2024-01-09
726,104,Delhi,372,20.62,2024-03-07
727,102,Hyderabad,215,6.47,2024-02-28
728,103,Mumbai,220,2.03,2024-03-13
729,101,Delhi,586,12.15,2024-02-15
730,103,Chennai,581,18.56,2024-03-25
731,101,Hyderabad,317,37.69,2024-02-28
732,101,Hyderabad,167,15.37,2024-03-09
733,104,Mumbai,97,31.69,2024-03-08
734,104,Hyderabad,219,4.58,2024-01-23
735,105,Bangalore,419,15.04,2024-03-28
736,102,Bangalore,384,8.64,2024-01-21
737,103,Delhi,582,6.28,2024-03-01
738,103,Delhi,166,13.81,2024-03-11
739,102,Mumbai,271,16.88,2024-02-09
740,102,Mumbai,206,23.15,2024-03-16
741,101,Mumbai,359,12.91,2024-02-20
742,102,Delhi,263,8.69,2024-02-15
743,101,Chennai,158,3.03,2024-03-21
744,104,Chennai,334,40.28,2024-01-15
745,105,Mumbai,453,42.03,2024-01-13
746,103,Bangalore,170,4.49,2024-02-21
747,102,Bangalore,394,31.69,2024-03-07
748,105,Hyderabad,212,4.24,2024-01-25
749,104,Delhi,220,30.21,2024-02-07
750,104,Delhi,585,26.56,2024-03-18
751,104,Mumbai,270,21.57,2024-02-21
752,102,Bangalore,255,43.22,2024-01-04
753,102,Delhi,480,6.67,2024-01-09
754,103,Chennai,195,28.96,2024-01-29
755,104,Bangalore,515,11.5,2024-01-13
756,105,Chennai,397,33.89,2024-03-02
757,104,Mumbai,405,22.81,2024-03-02
758,105,Mumbai,596,23.55,2024-03-11
759,101,Bangalore,446,19.2,2024-02-12
760,105,Delhi,177,16.68,2024-01-12
761,105,Delhi,293,16.84,2024-02-12
762,101,Mumbai,113,28.07,2024-01-27
763,102,Mumbai,334,27.8,2024-02-16
764,103,Chennai,433,21.97,2024-01-09
765,104,Hyderabad,88,42.32,2024-03-10
766,103,Delhi,331,14.07,2024-03-07
767,104,Chennai,586,38.01,2024-01-01
768,105,Hyderabad,151,19.12,2024-01-30
769,102,Bangalore,497,28.0,2024-01-30
770,101,Mumbai,83,21.6,2024-03-29
771,103,Bangalore,408,2.05,2024-03-20
772,102,Hyderabad,352,31.64,2024-03-30
773,103,Mumbai,280,1.9,2024-03-21
774,101,Mumbai,140,12.58,2024-01-18
775,105,Chennai,298,38.46,2024-02-02
776,102,Chennai,275,24.72,2024-02-08
777,103,Delhi,588,22.89,2024-01-06
778,102,Chennai,81,44.19,2024-01-29
779,102,Mumbai,119,32.98,2024-02-03
780,101,Chennai,262,11.27,2024-03-24
781,105,Bangalore,291,29.39,2024-01-22
782,103,Mumbai,592,28.52,2024-01-15
783,104,Mumbai,402,12.97,2024-01-27
784,102,Delhi,192,28.35,2024-02-06
785,102,Mumbai,190,7.36,2024-02-01
786,101,Delhi,563,37.68,2024-01-26
787,104,Bangalore,377,12.72,2024-03-07
788,102,Mumbai,547,1.57,2024-02-23
789,105,Delhi,104,44.59,2024-02-07
790,103,Bangalore,459,36.76,2024-02-05
791,101,Chennai,235,13.19,2024-01-04
792,104,Chennai,559,22.52,2024-03-26
793,101,Hyderabad,572,12.03,2024-03-10
794,101,Mumbai,246,43.71,2024-01-28
795,104,Hyderabad,533,44.85,2024-03-11
796,102,Delhi,447,35.05,2024-01-29
797,105,Delhi,504,42.7,2024-02-26
798,102,Mumbai,216,42.46,2024-01-14
799,102,Chennai,482,30.55,2024-03-30
800,103,Mumbai,579,22.19,2024-01-06
801,102,Mumbai,299,27.76,2024-03-30
802,103,Delhi,217,21.5,2024-02-06
803,105,Mumbai,135,37.21,2024-01-09
804,103,Hyderabad,358,3.67,2024-03-22
805,103,Mumbai,384,42.32,2024-01-05
806,103,Bangalore,593,11.58,2024-02-15
807,102,Delhi,487,40.41,2024-02-29
808,101,Chennai,137,15.37,2024-03-12
809,103,Delhi,150,9.96,2024-02-23
810,104,Hyderabad,454,42.91,2024-02-29
811,101,Chennai,580,16.73,2024-01-22
812,101,Delhi,577,22.24,2024-02-22
813,104,Mumbai,390,10.53,2024-03-24
814,105,Mumbai,397,26.8,2024-02-14
815,103,Delhi,270,43.0,2024-02-27
816,102,Hyderabad,281,20.4,2024-03-13
817,104,Mumbai,415,27.99,2024-01-04
818,105,Chennai,185,10.9,2024-03-30
819,104,Chennai,218,2.86,2024-02-13
820,104,Mumbai,534,11.43,2024-01-07
821,104,Chennai,239,14.61,2024-01-14
822,104,Hyderabad,342,17.96,2024-03-01
823,103,Delhi,395,18.1,2024-01-27
824,101,Hyderabad,502,19.27,2024-02-14
825,103,Delhi,121,29.86,2024-02-08
826,101,Bangalore,384,34.04,2024-02-04
827,105,Chennai,224,34.29,2024-03-08
828,103,Mumbai,228,10.38,2024-01-31
829,103,Delhi,161,2.13,2024-03-02
830,104,Bangalore,244,31.97,2024-03-10
831,104,Mumbai,137,9.09,2024-03-15
832,101,Delhi,600,7.85,2024-03-02
833,102,Delhi,179,7.6,2024-02-22
834,102,Chennai,274,15.3,2024-02-16
835,105,Delhi,260,37.63,2024-03-30
836,101,Delhi,112,16.97,2024-01-14
837,101,Delhi,496,22.01,2024-03-05
838,101,Delhi,157,22.81,2024-03-11
839,102,Mumbai,181,19.55,2024-02-22
840,105,Hyderabad,191,5.13,2024-01-23
841,101,Mumbai,173,28.08,2024-03-24
842,104,Mumbai,241,18.28,2024-03-22
843,104,Hyderabad,373,35.29,2024-02-05
844,102,Mumbai,311,19.18,2024-01-14
845,103,Mumbai,419,31.71,2024-01-04
846,101,Chennai,109,28.23,2024-01-18
847,105,Delhi,113,33.03,2024-01-06
848,102,Delhi,411,42.57,2024-01-18
849,103,Chennai,394,19.99,2024-03-18
850,102,Mumbai,433,11.51,2024-01-31
851,102,Mumbai,113,35.76,2024-01-22
852,104,Delhi,84,17.72,2024-03-25
853,103,Hyderabad,495,12.94,2024-03-29
854,105,Chennai,396,18.67,2024-02-15
855,102,Bangalore,254,7.47,2024-01-12
856,101,Mumbai,267,9.86,2024-01-13
857,102,Hyderabad,214,33.55,2024-02-12
858,103,Mumbai,305,29.43,2024-01-30
859,101,Mumbai,450,8.66,2024-02-19
860,101,Hyderabad,305,13.07,2024-03-07
861,101,Hyderabad,333,8.24,2024-03-28
862,102,Bangalore,118,5.06,2024-01-30
863,105,Bangalore,165,41.71,2024-01-12
864,103,Hyderabad,434,9.58,2024-02-15
865,103,Bangalore,210,16.2,2024-03-03
866,105,Delhi,524,37.89,2024-02-12
867,103,Bangalore,534,19.23,2024-01-23
868,105,Chennai,412,9.63,2024-02-09
869,102,Hyderabad,85,20.83,2024-01-14
870,104,Mumbai,562,5.27,2024-01-02
871,102,Mumbai,159,20.52,2024-01-26
872,102,Delhi,262,28.34,2024-02-28
873,105,Chennai,232,13.26,2024-03-06
874,105,Bangalore,385,8.86,2024-01-27
875,103,Hyderabad,144,8.45,2024-02-25
876,104,Bangalore,272,41.78,2024-03-09
877,105,Chennai,196,25.79,2024-03-25
878,103,Mumbai,231,25.68,2024-03-07
879,103,Chennai,476,25.66,2024-01-13
880,103,Bangalore,471,17.05,2024-02-04
881,101,Delhi,337,20.68,2024-01-23
882,101,Delhi,179,34.39,2024-01-13
883,101,Bangalore,259,22.82,2024-01-02
884,101,Mumbai,314,39.8,2024-02-25
885,105,Hyderabad,172,7.95,2024-01-13
886,102,Chennai,181,1.96,2024-03-27
887,103,Bangalore,498,17.22,2024-01-01
888,105,Delhi,568,43.5,2024-02-14
889,105,Hyderabad,273,1.54,2024-02-29
890,103,Mumbai,566,40.98,2024-03-30
891,105,Chennai,232,19.46,2024-02-23
892,102,Chennai,389,22.61,2024-01-05
893,104,Chennai,335,11.24,2024-03-14
894,102,Bangalore,291,37.88,2024-03-27
895,102,Mumbai,205,36.14,2024-02-15
896,105,Mumbai,165,16.02,2024-03-29
897,102,Mumbai,486,37.59,2024-02-18
898,101,Delhi,396,8.54,2024-03-20
899,105,Mumbai,458,29.41,2024-01-06
900,104,Bangalore,175,33.53,2024-01-09
901,101,Mumbai,510,26.03,2024-03-14
902,102,Bangalore,140,44.0,2024-01-23
903,102,Bangalore,210,32.63,2024-01-11
904,105,Delhi,411,3.17,2024-03-24
905,103,Hyderabad,275,25.98,2024-03-10
906,102,Chennai,500,19.75,2024-02-07
907,102,Bangalore,89,5.99,2024-02-25
908,104,Mumbai,210,8.07,2024-02-03
909,103,Mumbai,149,26.83,2024-03-15
910,104,Delhi,178,31.46,2024-01-27
911,102,Mumbai,166,15.19,2024-03-19
912,101,Mumbai,334,34.79,2024-01-12
913,101,Delhi,292,41.45,2024-01-10
914,105,Hyderabad,173,26.84,2024-02-04
915,104,Mumbai,332,6.76,2024-01-08
916,104,Bangalore,176,38.45,2024-01-02
917,103,Bangalore,505,27.5,2024-02-07
918,105,Chennai,346,30.14,2024-02-21
919,103,Delhi,116,1.65,2024-01-17
920,105,Hyderabad,181,12.33,2024-01-25
921,101,Delhi,340,34.8,2024-02-18
922,105,Chennai,196,41.14,2024-01-24
923,105,Bangalore,372,18.47,2024-03-10
924,103,Mumbai,237,4.78,2024-01-16
925,104,Hyderabad,272,21.94,2024-02-16
926,105,Delhi,425,39.96,2024-02-26
927,101,Mumbai,506,30.35,2024-01-19
928,101,Chennai,193,21.32,2024-02-02
929,102,Delhi,240,23.6,2024-03-08
930,105,Hyderabad,355,17.97,2024-03-02
931,102,Bangalore,148,26.21,2024-01-22
932,104,Chennai,434,15.74,2024-01-31
933,102,Chennai,93,43.67,2024-01-01
934,103,Delhi,85,14.87,2024-02-17
935,103,Hyderabad,587,35.45,2024-02-28
936,103,Bangalore,244,10.45,2024-03-17
937,105,Chennai,487,37.44,2024-01-17
938,104,Mumbai,332,29.93,2024-02-22
939,105,Mumbai,129,39.61,2024-01-31
940,103,Chennai,380,44.62,2024-01-09
941,103,Hyderabad,132,20.2,2024-02-29
942,103,Hyderabad,431,43.85,2024-02-21
943,105,Hyderabad,453,44.57,2024-01-27
944,105,Chennai,288,38.74,2024-03-10
945,105,Hyderabad,360,39.54,2024-03-18
946,104,Chennai,404,4.42,2024-01-12
947,104,Chennai,344,35.09,2024-01-17
948,103,Mumbai,523,23.88,2024-03-08
949,105,Bangalore,84,19.96,2024-02-01
950,103,Delhi,475,32.76,2024-03-02
951,105,Chennai,371,2.01,2024-03-14
952,102,Chennai,239,9.27,2024-03-14
953,103,Chennai,394,42.02,2024-01-15
954,102,Chennai,127,34.0,2024-01-13
955,104,Mumbai,405,17.47,2024-01-18
956,103,Hyderabad,412,13.28,2024-03-28
957,102,Chennai,595,26.77,2024-01-13
958,104,Mumbai,179,11.46,2024-03-08
959,103,Hyderabad,510,9.31,2024-01-15
960,102,Delhi,580,8.89,2024-02-10
961,105,Chennai,435,15.26,2024-03-06
962,103,Delhi,158,13.8,2024-03-21
963,101,Hyderabad,130,14.73,2024-02-24
964,104,Mumbai,125,3.69,2024-02-13
965,102,Bangalore,502,10.1,2024-01-27
966,101,Chennai,596,9.67,2024-02-25
967,105,Bangalore,596,28.21,2024-02-14
968,103,Mumbai,158,3.79,2024-03-27
969,104,Bangalore,538,37.81,2024-03-18
970,103,Bangalore,306,26.45,2024-01-14
971,103,Hyderabad,203,7.08,2024-01-16
972,101,Delhi,92,26.14,2024-02-07
973,101,Delhi,439,12.71,2024-02-23
974,102,Hyderabad,203,9.74,2024-03-30
975,103,Hyderabad,106,43.34,2024-01-05
976,103,Delhi,179,43.77,2024-02-17
977,102,Mumbai,243,7.89,2024-02-24
978,105,Delhi,368,24.19,2024-02-21
979,105,Mumbai,85,33.66,2024-03-11
980,101,Delhi,402,23.08,2024-01-27
981,105,Chennai,339,25.52,2024-01-09
982,104,Chennai,409,15.89,2024-01-08
983,103,Delhi,184,42.39,2024-01-25
984,105,Hyderabad,123,21.6,2024-01-08
985,101,Mumbai,122,19.18,2024-01-26
986,105,Hyderabad,469,38.63,2024-01-30
987,105,Mumbai,461,27.0,2024-03-26
988,102,Chennai,86,15.33,2024-02-23
989,101,Bangalore,221,42.08,2024-03-20
990,105,Chennai,243,27.11,2024-02-10
991,101,Chennai,517,31.66,2024-03-09
992,105,Chennai,251,5.08,2024-03-22
993,104,Bangalore,518,32.72,2024-02-06
994,104,Mumbai,475,19.09,2024-01-05
995,102,Chennai,284,19.93,2024-01-30
996,101,Bangalore,345,16.31,2024-01-15
997,102,Bangalore,579,7.21,2024-02-10
998,101,Chennai,193,42.47,2024-02-07
999,103,Bangalore,134,9.49,2024-01-22
1000,101,Delhi,315,11.06,2024-01-23
